"V1","V2","V3"
0.692006799568981,0.307899148769105,9.40516619134831e-05
0.39450628953005,0.605491285541639,2.42492831083757e-06
0.543256544549516,0.456695217155372,4.82382951121604e-05
0.543256544549516,0.456695217155372,4.82382951121604e-05
0.145642139819353,0.800632904478165,0.0537249557024817
0.775419587854212,0.224444675923565,0.000135736222223285
0.623104637652747,0.3679875264269,0.00890783592035234
0.939603600638966,0.0601097410845669,0.000286658276467075
0.344449342184434,0.628664060816769,0.0268865969987969
0.344449342184434,0.628664060816769,0.0268865969987969
0.344449342184434,0.628664060816769,0.0268865969987969
0.659338066201864,0.340569946539469,9.19872586677226e-05
0.659338066201864,0.340569946539469,9.19872586677226e-05
0.781354119145857,0.214048633755734,0.00459724709840971
0.781354119145857,0.214048633755734,0.00459724709840971
0.068961731571498,0.931020458503273,1.78099252292565e-05
0.206705536877966,0.779842259660021,0.0134522034620131
0.206705536877966,0.779842259660021,0.0134522034620131
0.206705536877966,0.779842259660021,0.0134522034620131
0.72034609267386,0.277309290147601,0.00234461717853871
0.72034609267386,0.277309290147601,0.00234461717853871
0.72034609267386,0.277309290147601,0.00234461717853871
0.72034609267386,0.277309290147601,0.00234461717853871
0.72034609267386,0.277309290147601,0.00234461717853871
0.72034609267386,0.277309290147601,0.00234461717853871
0.467332376621772,0.48634175146226,0.0463258719159677
0.825989733284904,0.160040422017097,0.0139698446979983
0.646661054953338,0.323191086739679,0.030147858306983
0.646661054953338,0.323191086739679,0.030147858306983
0.0321066048687912,0.85317276318525,0.114720631945959
0.184315847982903,0.805478282414335,0.0102058696027626
0.431939637898143,0.566650066503352,0.0014102955985047
0.681708831601329,0.211997615311533,0.106293553087138
0.339383829911065,0.588181924962464,0.072434245126471
0.339383829911065,0.588181924962464,0.072434245126471
0.339383829911065,0.588181924962464,0.072434245126471
0.41548845146812,0.564334684577007,0.0201768639548728
0.41548845146812,0.564334684577007,0.0201768639548728
0.556824234749736,0.389323840907443,0.0538519243428212
0.556824234749736,0.389323840907443,0.0538519243428212
0.202089128516693,0.795564255451246,0.0023466160320611
0.270736479213879,0.691873090206855,0.0373904305792661
0.270736479213879,0.691873090206855,0.0373904305792661
0.270736479213879,0.691873090206855,0.0373904305792661
0.486156343108928,0.476829262742225,0.037014394148847
0.486156343108928,0.476829262742225,0.037014394148847
0.486156343108928,0.476829262742225,0.037014394148847
0.486156343108928,0.476829262742225,0.037014394148847
0.486156343108928,0.476829262742225,0.037014394148847
0.486156343108928,0.476829262742225,0.037014394148847
0.126895491791472,0.872527247770683,0.000577260437845513
0.633860356612087,0.365292185121049,0.000847458266863817
0.380377924201779,0.618909716445866,0.000712359352354665
0.380377924201779,0.618909716445866,0.000712359352354665
0.318124436990317,0.569482082062004,0.112393480947679
0.531088426101226,0.427922447906209,0.0409891259925652
0.0405916208029773,0.955036259912908,0.00437211928411506
0.281232462790694,0.718749134511734,1.84026975723137e-05
0.349251180596048,0.594195899253935,0.0565529201500167
0.349251180596048,0.594195899253935,0.0565529201500167
0.349251180596048,0.594195899253935,0.0565529201500167
0.455733175151503,0.523416082176037,0.0208507426724599
0.455733175151503,0.523416082176037,0.0208507426724599
0.160912041796836,0.836892697212321,0.00219526099084369
0.160912041796836,0.836892697212321,0.00219526099084369
0.328710837410877,0.651426074833471,0.0198630877556529
0.338981009003462,0.622810987043703,0.0382080039528348
0.338981009003462,0.622810987043703,0.0382080039528348
0.338981009003462,0.622810987043703,0.0382080039528348
0.308322608474169,0.680154389694179,0.0115230018316518
0.308322608474169,0.680154389694179,0.0115230018316518
0.308322608474169,0.680154389694179,0.0115230018316518
0.308322608474169,0.680154389694179,0.0115230018316518
0.308322608474169,0.680154389694179,0.0115230018316518
0.308322608474169,0.680154389694179,0.0115230018316518
0.784506149443772,0.0990663687020956,0.116427481854133
0.104341716343848,0.892700792250144,0.00295749140600785
0.44442393289381,0.49588358047612,0.0596924866300704
0.44442393289381,0.49588358047612,0.0596924866300704
0.754442491726432,0.241382990756864,0.00417451751670417
0.881574217249252,0.114237219068292,0.00418856368245673
0.0713982406093742,0.912681554466589,0.0159202049240367
0.797257437419889,0.127894636603307,0.0748479259768043
0.599433212310121,0.368633285616492,0.0319335020733873
0.599433212310121,0.368633285616492,0.0319335020733873
0.599433212310121,0.368633285616492,0.0319335020733873
0.662999075071531,0.305060399772206,0.0319405251562636
0.662999075071531,0.305060399772206,0.0319405251562636
0.434327839014631,0.520288095534948,0.0453840654504205
0.434327839014631,0.520288095534948,0.0453840654504205
0.362812481301201,0.584491707318669,0.0526958113801292
0.481122846805661,0.476562496467581,0.0423146567267583
0.481122846805661,0.476562496467581,0.0423146567267583
0.481122846805661,0.476562496467581,0.0423146567267583
0.548663457043081,0.412674247653577,0.038662295303342
0.548663457043081,0.412674247653577,0.038662295303342
0.548663457043081,0.412674247653577,0.038662295303342
0.548663457043081,0.412674247653577,0.038662295303342
0.548663457043081,0.412674247653577,0.038662295303342
0.548663457043081,0.412674247653577,0.038662295303342
0.123267861615734,0.857398721845499,0.0193334165387668
0.745283416015996,0.0159760746557589,0.238740509328245
0.434275638815865,0.436687398250629,0.129036962933506
0.434275638815865,0.436687398250629,0.129036962933506
0.298214911792089,0.618946938310388,0.082838149897523
0.533076431088287,0.374433371919897,0.0924901969918163
0.196440958582613,0.80300743193563,0.000551609481756972
0.275824581399574,0.724134363323159,4.10552772668626e-05
0.366245275303977,0.527817168280508,0.105937556415514
0.366245275303977,0.527817168280508,0.105937556415514
0.366245275303977,0.527817168280508,0.105937556415514
0.483676034952076,0.405560385085263,0.110763579962661
0.483676034952076,0.405560385085263,0.110763579962661
0.236132769991094,0.763570897629394,0.000296332379511917
0.236132769991094,0.763570897629394,0.000296332379511917
0.42252540721345,0.574689792636933,0.00278480014961627
0.394385341258714,0.551253480458721,0.0543611782825654
0.394385341258714,0.551253480458721,0.0543611782825654
0.394385341258714,0.551253480458721,0.0543611782825654
0.359904402471585,0.584565641357328,0.0555299561710865
0.359904402471585,0.584565641357328,0.0555299561710865
0.359904402471585,0.584565641357328,0.0555299561710865
0.359904402471585,0.584565641357328,0.0555299561710865
0.359904402471585,0.584565641357328,0.0555299561710865
0.359904402471585,0.584565641357328,0.0555299561710865
0.0624286751439028,0.774931205675077,0.16264011918102
0.137692781153704,0.732499484604409,0.129807734241887
0.100060728148803,0.753715345139743,0.146223926711454
0.100060728148803,0.753715345139743,0.146223926711454
0.275288707702552,0.653237066105843,0.0714742261916047
0.881905953388563,0.105136080076617,0.01295796653482
0.179302598156835,0.80451956312215,0.0161778387210153
0.241368071678965,0.635294233450083,0.123337694870952
0.187674717925678,0.703476205622793,0.108849076451529
0.187674717925678,0.703476205622793,0.108849076451529
0.187674717925678,0.703476205622793,0.108849076451529
0.490983340768683,0.42942571260818,0.0795909466231367
0.490983340768683,0.42942571260818,0.0795909466231367
0.2103353349179,0.719906898286116,0.0697577667959839
0.2103353349179,0.719906898286116,0.0697577667959839
0.696993695193616,0.303003892961504,2.41184488001029e-06
0.442334206559647,0.503240049292148,0.0544257441482046
0.442334206559647,0.503240049292148,0.0544257441482046
0.442334206559647,0.503240049292148,0.0544257441482046
0.350659337843292,0.574666305447148,0.0746743567095603
0.350659337843292,0.574666305447148,0.0746743567095603
0.350659337843292,0.574666305447148,0.0746743567095603
0.350659337843292,0.574666305447148,0.0746743567095603
0.350659337843292,0.574666305447148,0.0746743567095603
0.350659337843292,0.574666305447148,0.0746743567095603
0.729862144520632,0.216883968711666,0.0532538867677023
0.753988845128316,0.245914059936038,9.70949356464162e-05
0.741925494824474,0.231399014323852,0.0266754908516744
0.741925494824474,0.231399014323852,0.0266754908516744
0.163729836432022,0.763504769461179,0.0727653941067993
0.488469872643268,0.483127646652848,0.0284024807038835
0.227581344116452,0.772383206214738,3.54496688100484e-05
0.277799629969323,0.722190547696664,9.82233401237304e-06
0.452827665628248,0.497451891892515,0.0497204424792368
0.452827665628248,0.497451891892515,0.0497204424792368
0.452827665628248,0.497451891892515,0.0497204424792368
0.615197683733871,0.35726333048835,0.0275389857777789
0.615197683733871,0.35726333048835,0.0275389857777789
0.252690487042888,0.747286876955701,2.26360014112107e-05
0.252690487042888,0.747286876955701,2.26360014112107e-05
0.658261328695197,0.3116058967998,0.0301327745050024
0.555544497161723,0.404528894346158,0.0399266084921196
0.555544497161723,0.404528894346158,0.0399266084921196
0.555544497161723,0.404528894346158,0.0399266084921196
0.433944085388379,0.552275103722026,0.0137808108895951
0.433944085388379,0.552275103722026,0.0137808108895951
0.433944085388379,0.552275103722026,0.0137808108895951
0.433944085388379,0.552275103722026,0.0137808108895951
0.433944085388379,0.552275103722026,0.0137808108895951
0.433944085388379,0.552275103722026,0.0137808108895951
0.66823147666021,0.320323446043857,0.0114450772959326
0.709158549635818,0.289617842092617,0.00122360827156531
0.688695013148014,0.304970644068237,0.00633434278374896
0.688695013148014,0.304970644068237,0.00633434278374896
0.718666844480714,0.271332384541257,0.0100007709780285
0.737963577278769,0.235520339270925,0.0265160834503062
0.875511117966211,0.124410377338331,7.8504695458415e-05
0.309826357779748,0.64293483615553,0.0472388060647218
0.703680928814364,0.288151514304747,0.00816755688088873
0.703680928814364,0.288151514304747,0.00816755688088873
0.703680928814364,0.288151514304747,0.00816755688088873
0.713329295213392,0.270245491669581,0.0164252131170276
0.713329295213392,0.270245491669581,0.0164252131170276
0.592668737872979,0.383672606746931,0.0236586553800901
0.592668737872979,0.383672606746931,0.0236586553800901
0.191420021255445,0.75886195635897,0.0497180223855856
0.447550475034904,0.523506735331858,0.0289427896332372
0.447550475034904,0.523506735331858,0.0289427896332372
0.447550475034904,0.523506735331858,0.0289427896332372
0.652999016543185,0.326959049208256,0.0200419342485588
0.652999016543185,0.326959049208256,0.0200419342485588
0.652999016543185,0.326959049208256,0.0200419342485588
0.652999016543185,0.326959049208256,0.0200419342485588
0.652999016543185,0.326959049208256,0.0200419342485588
0.652999016543185,0.326959049208256,0.0200419342485588
0.239662885696638,0.758089030612791,0.0022480836905706
0.549943668484725,0.419419647145327,0.0306366843699485
0.394803277090682,0.588754338879059,0.0164423840302595
0.394803277090682,0.588754338879059,0.0164423840302595
0.641509923513061,0.337326794762984,0.0211632817239555
