"V1","V2","V3"
0.575949626099347,0.00951337469496539,0.414536999205688
0.418027672616917,0.163864387238968,0.418107940144115
0.0528430799580787,0.3294407244207,0.617716195621222
0.169299326042335,0.31046285689796,0.520237817059704
0.147073748278733,0.435125738580999,0.417800513140268
0.21334687111776,0.104082480221111,0.682570648661128
0.65866141668163,0.113351737983262,0.227986845335107
0.131345597419272,0.480160810259922,0.388493592320806
0.408861076547758,0.388030853702398,0.203108069749844
0.324664719619466,0.269702197137039,0.405633083243495
0.387641879599885,0.106722534022422,0.505635586377693
0.0530259377826124,0.213706435510674,0.733267626706714
0.443172649582434,0.264254977163236,0.292572373254329
0.293951161241217,0.277602844691577,0.428445994067205
0.496988649358132,0.0866888809669667,0.416322469674901
0.111071203000207,0.31995179065933,0.568977006340463
0.180210309698247,0.269604109401055,0.550185580900698
0.395003507050451,0.296756274121592,0.308240218827956
0.395003507050451,0.296756274121592,0.308240218827956
0.366762898083612,0.328866525419719,0.304370576496669
0.220333908691249,0.160214484766548,0.619451606542204
0.368561905411826,0.270928910927406,0.360509183660767
0.304029926179169,0.203320335813148,0.492649738007682
0.287606908374349,0.283180191761323,0.429212899864327
0.380883202567032,0.312811399770655,0.306305397662313
0.294447907051537,0.215571697846977,0.489980395101485
0.295818417276759,0.243250263787236,0.460931318936005
0.337665554809284,0.264191548808816,0.398142896381899
0.491577064921138,0.502071523470587,0.00635141160827504
0.496988649358132,0.0866888809669667,0.416322469674901
